index,Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,toxicity
431,Cleanser,LANCÔME,Cleansing & Clarifying Duo,45,5.0,"Bi-Facil: Water, Cyclopentasiloxane, Isohexadecane, Sodium Chloride, Poloxamer 184, Hexylene Glycol, Dipotassium Phosphate, Benzyl Alochol, Potassium Phosphate, Quaternium-15, Benzalkonium Chloride, Fragrance, Citronellol, Geraniol. Crème Radiance: Glycerin, Water, Myristic Acid, Stearic Acid, Potassium Hydroxide, Palmitic Acid, Glyceryl Stearate Se, Lauric Acid, Coco-Glucoside, Glycol Distearate, Fragrance, P-Anisic Acid, Tocopherol, Peg-14m, Nelumbo Nucifera Flower Extract, Limonene, Benzyl Salicylate, Linalool, Benzyl Alcohol, Propylene Glycol, Disodium Edta, Rosa Gallica Extract, Butylphenyl Methylpropional, Cryptomeria Japonica Bud Extract.",0,0,0,0,0,High
475,Cleanser,KIEHL'S SINCE 1851,Cucumber Herbal Alcohol-Free Toner,16,4.1,"Water, Pentylene Glycol, Phenoxyethanol, Propylene Glycol, Sodium Pca, Methylparaben, Allantoin, Cucumber Fruit Extract, Aloe Barbadensis Leaf Juice, Camphor, Matricaria Flower Extract, Nettle Extract, Equisetum Arvense Extract, Betula Alba Extract, Ci 19140, Yellow 5, Ci 14700, Red 4, Ci 42090, Blue 1.",0,1,0,0,1,High
479,Cleanser,PETER THOMAS ROTH,8% Glycolic Solutions Toner,40,4.3,"Water, Glycolic Acid, Alcohol Denat., Methyl Gluceth-20, Propylene Glycol, Hamamelis Virginiana (Witch Hazel) Water, Sodium Hydroxide, Glycerin, Sodium PCA, Aloe Barbadensis Leaf Juice, Allantoin, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Arginine, Sodium Ascorbyl Phosphate, Lactic Acid, Citric Acid, Polysorbate 20, Butylene Glycol, Potassium Sorbate, Sodium Benzoate, Benzoic Acid, Phenoxyethanol.",1,1,1,1,1,High
482,Cleanser,PETER THOMAS ROTH,Acne Clearing Wash,38,4.2,"Allantoin, BHT, Butyl Methoxydibenzoylmethane, Butylphenyl Methylpropional, Citric Acid, Cocamidopropyl Betaine, Disodium EDTA, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Fragrance/Parfum, Lauryl Glucoside, Limonene, Linalool, Panthenol, PEG-120 Methyl Glucose Dioleate, PEG-150 Pentaerythrityl Tetrastearate, PEG-40 Hydrogenated Castor Oil, PEG-6 Caprylic/Capric Glycerides, Phenoxyethanol, Potassium Sorbate, PPG-26-Buteth-26, Propylene Glycol, Sodium Benzoate, Sodium Benzotriazolyl Butylphenol Sulfonate, Sodium Chloride, Sodium Citrate, Sodium Hydroxide, Sodium Laureth Sulfate, Tocopherol, Water.",1,1,1,1,1,High
485,Cleanser,BELIF,Bergamot Herbal Extract Toner,28,4.3,"Water, Monarda Didyma Leaf Extract 8%, Glycerin, Alcohol Denat, Butylene Glycol, Salvia Officinalis (Sage) Leaf Extract, Corchorus Olitorius Leaf Extract, Betaine, 1,2-Hexanediol, Methylpropanediol, Polyglutamic Acid, Beta-Glucan, Glyceryl Acrlate/Acrylic Acid Copolymer, Propylene Glycol, *Avena Sativa (Oat) Kernel Extract, *Calendula Officinalis Flower Extract, *Nepeta Cataria Extract, *Rubus Idaeus (Raspberry) Leaf Extract, *Baptisia Tinctoria Root Extract, *Stellaria Media (Chickweed) Extract, Portulaca Oleracea Extract, Panthenol, Sodium Hyaluronate, Biosaccharide Gum-1, Glycereth-26, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG/Ppg/Polybutylene Glycol-8/5/3 Glycerin, Peg/Ppg-17/6 Copolymer, PEG-40 Hydrogenated Caster Oil, Hydroxypropyl Cyclodextrin, Octyldodeceth-16, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenyl Trimethicone, Tromethamine, Trisodium EDTA, Fragrance**, Citronnellol, Limonene. *Napiers Original Formula. **Fragrances of Natural Origin.",0,0,0,0,0,High
495,Cleanser,PHILOSOPHY,A Glowing Regimen Trial Set,34,4.8,"Purity Made Simple Cleanser: Water, Sodium Lauroamphoacetate, Sodium Trideceth Sulfate, Limnanthes Alba (Meadowfoam) Seed Oil, Coco-Glucoside, Coconut Alcohol, Peg-120 Methyl Glucose Dioleate, Glycerin, Carbomer, Isopropyl Alcohol, Polysorbate 20, Citric Acid, Imidazolidinyl Urea, Methylparaben, Aniba Rosaeodora (Rosewood) Wood Oil, Propylparaben, Triethanolamine, Amyris Balsamifera Bark Oil, Bulnesia Sarmientoi Wood Oil, Cymbopogon Martini Oil, Pelargonium Graveolens Flower Oil, Rosa Centifolia Flower Oil, Santalum Album (Sandalwood) Oil, Daucus Carota Sativa (Carrot) Seed Oil, Mimosa Tenuiflora Bark Extract, Ormenis Multicaulis Oil, Piper Nigrum (Pepper) Fruit Oil, Salvia Sclarea (Clary) Oil, Fd&C Yellow No. 5 (Ci 19140). Renewed Hope in a Jar Refreshing & Refining Moisturizer: Water, Cyclopentasiloxane, Stearic Acid, Glycerin, Butylene Glycol, C12-15 Alkyl Benzoate, Glycolic Acid, Dimethicone, Polyacrylamide, Cetearyl Alcohol, Phenoxyethanol, Sodium Hydroxide, C13-14 Isoparaffin, Dimethicone Crosspolymer, Ceteareth-20, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Polysilicone-11, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Laureth-7, Citric Acid, Chlorphenesin, Mandelic Acid, Tocopheryl Acetate, Synthetic Fluorphlogopite, Ethylhexyl Palmitate, Propanediol, Parfum/Fragrance, Disodium Edta, Adenosine, Evodia Rutaecarpa Fruit Extract, Limonene, Faex/Yeast Extract/Extrait De Levure, Magnesium Stearate, Opuntia Coccinellifera Flower Extract, Silica Dimethyl Silylate, Caprylyl Glycol, Bht, Ethylhexylglycerin, Hyaluronic Acid, Silanetriol, Sodium Hyaluronate, Sorbic Acid, Hexylene Glycol, Bismuth Oxychloride (Ci 77163). Renewed Hope in a Jar Eye Refreshing & Refining Eye Cream: Water, Glycerin, Isononyl Isononanoate, Caprylic/Capric Triglyceride, Tribehenin Peg-20 Esters, Polyglyceryl-2 Diisostearate, Cyclopentasiloxane, Propanediol, Cyclohexasiloxane, Phenoxyethanol, Sodium Polyacrylate, Acrylates Crosspolymer, Butylene Glycol, Mica, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopheryl Acetate, Sorbitol, Titanium Dioxide, Evodia Rutaecarpa Fruit Extract, Ethylhexyl Palmitate, Urea, Glucosamine Hcl, Algae Extract, Ascophyllum Nodosum Extract, Asparagopsis Armata Extract, Saccharomyces Cerevisiae Extract, Adenosine, Sodium Hydroxide, Isostearic Acid, Chrysanthellum Indicum Extract, Faex/Yeast Extract/Extrait De Levure, Silica Dimethyl Silylate, Tin Oxide, Potassium Sorbate, Caprylyl Glycol, Hyaluronic Acid, Silanetriol, Citric Acid, Ethylhexylglycerin, Sodium Hyaluronate, Sorbic Acid, Hexylene Glycol. Time in a Bottle: Water, Butylene Glycol, Dimethicone, Alcohol Denat., Bis-Peg-18 Methyl Ether Dimethyl Silane, Cyclopentasiloxane, Peg-8, 3-O-Ethyl Ascorbic Acid, Polyethylene, Glycerin, Dimethiconol, Xanthan Gum, Ptfe, Phenoxyethanol, Bifida Ferment Lysate, Caprylyl Glycol, 1,2-Hexanediol, Propylene Glycol, Peg-40 Hydrogenated Castor Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Lecithin, Squalane, Disodium Edta, Silica Dimethyl Silylate, Alcohol, Adenosine, Polysorbate 60, Mica, Parfum/Fragrance, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Silica, Hydrolyzed Soy Flour, Sodium Hydroxide, Angelica Archangelica Root Extract, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Sodium Phosphate, Bht, Magnesium Aluminum Silicate, Sodium Chloride, Ascorbyl Palmitate, Bacillus Ferment, Citric Acid, Punica Granatum Fruit Extract, Sclerotium Gum, Sodium Benzoate, Hydrolyzed Vegetable Protein, Trisodium Edta, Acetic Acid, Potassium Chloride, Potassium Phosphate, Ascorbic Acid, Lactic Acid, Sorbic Acid, Plankton Extract, Micrococcus Lysate, Retinyl Palmitate, Titanium Dioxide (Ci 77891), Fd&C Red No. 4 (Ci 14700), D&C Red No. 33 (Ci 17200).",1,1,1,1,1,High
506,Cleanser,PETER THOMAS ROTH,3% Glycolic Solutions Cleanser,38,4.4,"Water, Sodium Laureth Sulfate, Propylene Glycol, Glycolic Acid, Cocamidopropyl Betaine, Lauryl Glucoside, Allantoin, Panthenol, Arginine, PEG-6 Caprylic/Capric Glycerides, Sodium Chloride, PEG-150 Pentaerythrityl Tetrastearate, Sodium Hydroxide, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol.",1,1,1,1,1,High
510,Cleanser,SK-II,Facial Treatment Cleansing Oil,70,4.5,"Water, Sodium Lauroyl Glutamate, Propylene Glycol, PEG-150 Stearate, Galactomyces Ferment Filtrate (Pitera), Sodium PCA, Glycol Stearate, Butylene Glycol, Cocamide MEA, Rosa Canina Fruit Oil, Stearamide AMP, Pentylene Glycol, Salix Alba Bark Extract/Salix Alba (Willow) Bark Extract, Dipotassium Glycyrrhizate, Hydroxyphenyl Propamidobenzoic Acid, Ascorbyl Palmitate, BHT, Phenethyl Alcohol, Methylparaben, Propylparaben.",1,1,1,1,1,High
524,Cleanser,ERBORIAN,Eau Ginseng,39,4.5,"Water, Methyl Gluceth-20, 1,2-Hexanediol, Propylene Glycol, Glycyrrhiza Glabra (Licorice) Root Extract, Dioscorea Villosa (Wild Yam) Root Extract, Panax Ginseng Root Extract, Kigelia Africana Fruit Extract, Equisetum Giganteum Extract, Zingiber Officinale (Ginger) Extract, Peg-60 Hydrogenated Castor Oil, Butylene Glycol, Tocopheryl Acetate, Disodium Edta, Parfum/Fragrance, Hexyl Cinnamal, Alpha-Isomethyl Ionone.",0,0,0,0,0,High
536,Cleanser,PETER THOMAS ROTH,Irish Moor Mud Purifying Cleanser Gel,38,4.3,"Water, Sodium Laureth Sulfate, Glycerin, Cocamidopropyl Betaine, Lauryl Glucoside, Propylene Glycol, Peat, Charcoal Powder, Sargassum Fusiforme Extract, Lava Powder, Salicylic Acid, Lactic Acid, Salix Nigra (Willow) Bark Extract, Allantoin, Panthenol, BHT, Sodium Hydroxide, Xanthan Gum, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Mica, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.",0,0,0,0,0,High
538,Cleanser,CLINIQUE,Fresh Pressed 7-day System with Pure Vitamin C,27,4.1,"Water , Ascorbic Acid , Glycerin , Dimethicone , Squalane , Butylene Glycol , Dipropylene Glycol , Acetyl Glucosamine , Cucumis Sativus (Cucumber) Fruit Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Morus Nigra (Mulberry) Root Extract , Molasses Extract/Saccharum Officinarum/Extrait De Melasse , Laminaria Digitata Extract , Scutellaria Baicalensis Root Extract , Acetyl Hexapeptide-8 , Vitis Vinifera (Grape) Fruit Extract , Algae Extract , Palmitoyl Hexapeptide-12 , Palmitoyl Tripeptide-1 , Palmitoyl Tetrapeptide-7 , Alcaligenes Polysaccharides , Caffeine , Sucrose , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Betaine , Salicylic Acid , Glycine Soja (Soybean) Protein , Sodium Hyaluronate , Caprylyl Glycol , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Bis-Peg-18 Methyl Ether Dimethyl Silane , Propylene Glycol Dicaprate , Helianthus Annuus (Sunflower) Seedcake , Allyl Methacrylates Crosspolymer , Carbomer , Glyceryl Polymethacrylate , Tromethamine , Xanthan Gum , Potassium Sorbate , Peg-8 , Polysorbate 20 , Sodium Citrate , Disodium Edta , Phenoxyethanol Rds Product Name: Fresh Pressed Powder Cleanser Division: Cl (Clinique)Maltodextrin , Sodium Lauryl Sulfoacetate , Sodium Cocoyl Isethionate , Sodium Methyl Cocoyl Taurate , Kaolin , Ascorbic Acid , Sodium Chloride , Sapindus Mukurossi Peel Extract , Salicylic Acid , Allyl Methacrylates Crosspolymer , Cyclodextrin , Coconut Acid , Ethylbisiminomethylguaiacol Manganese Chloride , Water , Disodium Edta",1,1,1,1,1,High
555,Cleanser,KIEHL'S SINCE 1851,Cucumber Herbal Conditioning Cleanser,24,4.6,"Water, Propylene Glycol, Glycerin, Sodium Methyl Cocoyl Taurate, Coco-Betaine, Sodium Cocoyl Isethionate, Sodium Chloride, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol, Peg-100 Stearate, Ppg-5-Ceteth-20, Glyceryl Stearate, Coconut Acid, Caprylyl Glycol, Peg-55 Propylene Glycol Oleate, Styrene/Acrylates Copolymer, Salicylic Acid, Chlorphenesin, Hydrogenated Coconut Acid, Cucumber Fruit Extract, Polyquaternium-53, Coco-Glucoside, Disodium Edta, Lavandula Hybrida Oil, Sodium Isethionate, Peg-30 Dipolyhydroxystearate, Trideceth-6, Citrus Medica Limonum (Lemon) Peel Oil, Rosemary Leaf Oil, Benzoic Acid, Citric Acid, Sodium Hydroxide.",0,1,1,0,1,High
556,Cleanser,SHISEIDO,Extra Rich Cleansing Milk,36,5.0,"Water, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, Peg-2 Laurate, Glycol Distearate, Propylene Glycol Laurate, Glycerin, Dipropylene Glycol, Polyquaternium-10, Phenoxyethanol, Sodium Benzoate, Fragrance, Citric Acid, Water, Oryza Sativa (Rice) Germ Oil, Disodium Edta, Linalool, Geraniol, Citronellol, Alcohol, Betaine, Yellow 6 (Ci 15985), Sodium Acetylated Hyaluronate, Citrus Junos Seed Extract, Tocopherol, Red 33 (Ci 17200), Hydrolyzed Silk.",0,1,0,0,0,High
568,Cleanser,KIEHL'S SINCE 1851,Blue Herbal Acne Cleanser Treatment,22,3.5,"Water, Coco-Glucoside, Propylene Glycol, Ammonium Polyacryloyldimethyl Taurate, Glycerin, Coco-Betaine, Sodium Cocoyl Isethionate, Sodium Methyl Cocoyl Taurate, Dipropylene Glycol, Sodium Chloride, Butylene Glycol, Phenoxyethanol, Hydrogenated Coconut Acid, Capryloyl Salicylic Acid, Coconut Acid, T-Butyl Alcohol, Sodium PCA, Camphor, Menthol, Boswellia Serrata Extract, Sodium Isethionate, Hamamelis Virginiana (Witch Hazel) Water, Peumus Boldus Leaf Extract, Disodium Edta, Alcohol, Zingiber Officinale (Ginger) Root Extract, Sanguisorba Officinalis Root Extract, Cinnamomum Cassia Bark Extract, Xanthan Gum, Laminaria Saccharina Extract, Zinc Sulfate, Pyridoxine HCL, Sodium Hydroxide, Citric Acid.",1,0,0,1,0,High
570,Cleanser,ERNO LASZLO,Pore Refining Detox Double Cleanse,55,5.0,"Water, Propanediol, Sodium C14-16 Olefin Sulfonate, Oryza Sativa (Rice) Extract, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Cyclopentasiloxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Mica, Titanium Dioxide (Ci 77891), Ethylhexylglycerin, Disodium Edta, Fragrance (Parfum), Charcoal Powder, 1,2-Hexanediol, Agar, Calcium Alginate, Xanthan Gum, Aloe Barbadensis Leaf Juice, Citrus Grandis (Grapefruit) Peel Oil, Helianthus Annuus (Sunflower) Seed Oil, Propylene Glycol, Ananas Sativus (Pineapple) Fruit Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Averrhoa Carambola Fruit Extract, Garcinia Mangostana Fruit Extract, Litchi Chinensis Fruit Extract, Sea Salt (Maris Salt/Sel Marin), Passiflora Incarnata Fruit Extract, Psidium Guajava Fruit Extract, Punica Granatum Extract, Ziziphus Jujuba Fruit Extract, Hydrolyzed Vegetable Protein, Cynara Scolymus (Artichoke) Leaf Extract, Leuconostoc/Radish Root Ferment Filtrate, Limonene.",1,1,1,1,1,High
586,Treatment,KIEHL'S SINCE 1851,Clearly Corrective™ Dark Spot Solution,50,3.5,"Water, Propylene Glycol, Glycerin, Alcohol Denat., Peg/Ppg/Polybutylene Glycol-8/5/3 Glycerin, Hydroxypropyl Tetrahydropyrantriol, 3-O-Ethyl Ascorbic Acid, Ppg-6-Decyltetradeceth-30, Phenoxyethanol, Salicylic Acid, Xanthan Gum, Hydroxyethylcellulose, Potassium Hydroxide, Citric Acid, Sodium Citrate, Tocopheryl Acetate, Lavandula Angustifolia Oil, Lavender Oil, Disodium EDTA, Linalool, Citrus Tachibana, Citrus Aurantium Tachibana Peel Extract, Paeonia Suffruticosa Extract, Paeonia Suffruticosa Root Extract.",1,1,1,1,1,High
599,Treatment,KIEHL'S SINCE 1851,Powerful-Strength Line-Reducing Concentrate 12.5% Vitamin C,62,3.8,"Propylene Glycol Dimethicone Glycerin Ascorbic Acid Ethylhexyl Palmitate Cetyl Peg/Ppg-10/1 Dimethicone Dimethicone Crosspolymer Ascorbyl Glucoside Cyclohexasiloxane Hydroxyethylpiperazine Ethane Sulfonic Acid Lauroyl Lysine Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer Polysilicone-11 Adenosine Hydrolyzed Hyaluronic Acid Limonene Isobutane Citrus Aurantium Dulcis (Orange) Peel Oil Citrus Limon Peel Oil, Lemon Peel Oil Citral Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate.",1,1,1,1,0,High
607,Treatment,DR. DENNIS GROSS SKINCARE,Ferulic Acid + Retinol Brightening Solution,88,4.1,"Water, Ethoxydiglycol, Propylene Glycol, Glycerin, Potassium Azeloyl Diglycinate, Ferulic Acid, Retinol, Glycyrrhiza Glabra (Licorice) Root Extract, Arctostaphylos Uva Ursi Leaf Extract, Arbutin, Morus Nigra Fruit Extract, Salix Alba (Willow) Bark Extract, Salicylic Acid, Glycolic Acid, Mandelic Acid, Hexylresorcinol, Sodium Hyaluronate, Tocopherol, Panthenol, Quercetin, Disodium Lauriminodipropionate Tocopheryl Phosphates, Ubiquinone, Lecithin, Disodium EDTA, PVM/MA Decadiene Crosspolymer, BHT, Urea, Polysorbate 20, Potassium Hydroxide, Phenoxyethanol.",1,1,1,0,1,High
612,Treatment,ESTÉE LAUDER,Perfectionist CP+R Wrinkle Lifting/Firming Serum,98,4.3,"Perfectionist Cp+R Division: El (Estee Lauder)Ingredients: Dimethicone , Water , Polysilicone-11 , Hdi/Trimethylol Hexyllactone Crosspolymer , Silica , Butylene Glycol , Caprylyl Methicone , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Salvia Sclarea (Clary) Extract , Coleus Forskohlii Root Extract , Chamomilla Recutita (Matricaria) Flower Extract , Peg-10 Dimethicone , Hydrolyzed Fish (Pisces) Collagen , Palmaria Palmata Extract , Glycyrrhiza Glabra (Licorice) Root Extract , Silybum Marianum (Lady'S Thistle) Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Padina Pavonica Thallus Extract , Artemia Extract , Pantethine , Algae Extract , Chlorella Vulgaris Extract , Cholesterol , Squalane , Boswellia Serrata Extract , Zea Mays (Corn) Kernel Extract , Glycine Soja (Soybean) Protein , Caffeine , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Linoleic Acid , Lecithin , Fish (Pisces) Collagen , Acetyl Hexapeptide-8 , Palmitoyl Oligopeptide , Glycerin , Yeast Extract/Faex/Extrait De Levure , Polyquaternium-51 , Phytosphingosine , Triticum Vulgare (Wheat) Germ Oil , Decarboxy Carnosine Hcl , Polysorbate 40 , Pentylene Glycol , Propanediol , Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone , Ethylhexylglycerin , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Sodium Pca , Polymethylsilsesquioxane , Glyceryl Polymethacrylate , Zinc Pca , Propylene Glycol Dicaprate , Sodium Chondroitin Sulfate , Sodium Hyaluronate , Isohexadecane , Peg-8 , Tocopheryl Acetate , Polysorbate 80 , Disodium Distyrylbiphenyl Disulfonate , Laureth-12 , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Caprylyl Glycol , Aminopropyl Ascorbyl Phosphate , Xanthan Gum , Sodium Beta-Sitosteryl Sulfate , Sodium Chloride , Sodium Hydroxide , Fragrance , Disodium Edta , Bht , Phenoxyethanol , Mica , Titanium Dioxide (Ci 77891)",0,0,0,0,0,High
631,Treatment,CLINIQUE,Clinique Smart Custom-Repair Serum,60,4.0,"Water , Isododecane , Dimethicone , Cyclopentasiloxane , Polysilicone-11 , Butylene Glycol , Ascorbyl Glucoside , Peg-10 Dimethicone , Peg-6 , Citrus Grandis (Grapefruit) Peel Extract , Morus Nigra (Mulberry) Root Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Scutellaria Baicalensis Root Extract , Cucumis Sativus (Cucumber) Fruit Extract , Algae Extract , Plankton Extract , Vitis Vinifera (Grape) Fruit Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Triticum Vulgare (Wheat) Germ Extract , Glycerin , Oryza Sativa (Rice) Bran Extract , Yeast Extract/Faex/Extrait De Levure , Acetyl Hexapeptide-8 , Palmitoyl Oligopeptide , Ergothioneine , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Polysorbate 20 , Micrococcus Lysate , Cholesterol , Di-C12-18 Alkyl Dimonium Chloride , Salicylic Acid , Isohexadecane , Propylene Glycol Dicaprate , Helianthus Annuus (Sunflower) Seedcake , Caffeine , Glycine Soja (Soybean) Protein , Tocopheryl Acetate , Acetyl Glucosamine , Caprylyl Glycol , Glyceryl Polymethacrylate , Dimethoxytolyl Propylresorcinol , Synthetic Fluorphlogopite , Glycyrrhetinic Acid , Tromethamine , Polysorbate 80 , Sodium Hyaluronate , Sodium Rna , Squalane , Aminopropyl Ascorbyl Phosphate , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Peg-8 , Lecithin , Hexylene Glycol , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Sodium Hydroxide , Tin Oxide , Disodium Edta , Arabidopsis Thaliana Extract , Phenoxyethanol , Yellow 5 (Ci 19140) , Red 4 (Ci 14700) , Titanium Dioxide (Ci 77891)",1,1,1,1,1,High
636,Treatment,LA MER,The Perfecting Treatment,245,4.6,"Water, Dimethicone, Isododecane, Algae (Seaweed) Extract, Polysilicone-11, Butylene Glycol, Ascorbyl Glucoside, Peg-10 Dimethicone, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Peg-6, Helichrysum Arenarium (Everlasting) Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Laminaria Digitata Extract, Magnesium Ascorbyl Phosphate, Triticum Vulgare (Wheat) Germ Extract, Palmaria Palmata Extract, Cucumis Sativus (Cucumber) Fruit Extract, Gentiana Lutea (Gentian) Root Extract, Hydrolyzed Rice Bran Extract, Plankton Extract, Castanea Sativa (Chestnut) Seed Extract, Glycerin, Saccharomyces Lysate Extract, Corallina Officinalis Extract, Scutellaria Baicalensis Root Extract, Morus Bombycis (Mulberry) Root Extract, Molasses Extract/Saccharum Officinarum/Extrait De Melasse, Citrus Aurantifolia (Lime) Peel Extract, Mentha Viridis (Spearmint), Pelargonium Graveolens (Geranium) Flower Oil, Citrus Grandis (Grapefruit) Peel Oil, Tocopheryl Linoleate/Oleate, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Polygonum Cuspidatum Root Extract, Magnolia Officinalis Bark Extract, Yeast Polysaccharides, Laminaria Saccharina Extract, Polysorbate 20, Rosa Damascena (Rose) Flower Oil, Isohexadecane, Yeast Extract/Faex/Extrait De Levure, Propylene Glycol Dicaprate, Caprylic/Capric Triglyceride, Caffeine, Ethylhexylglycerin, Ergothioneine, Tourmaline, Acetyl Hexapeptide-8, Crithmum Maritimum Extract, Caprylyl Glycol, Sodium Hyaluronate, Polysorbate 80, Dipotassium Glycyrrhizate, Dimethoxytolyl Propylresorcinol, Acetyl Glucosamine, Methyldihydrojasmonate, Cholesterol, Hydrogenated Vegetable Oil, Squalane, Glycyrrhetinic Acid, Hexylene Glycol, Lecithin, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Citric Acid, Tromethamine, Alcohol Denat., Disodium Edta, Bht, Phenoxyethanol, Linalool, Limonene, Citronellol, Geraniol, Red 4 (Ci 14700)",1,1,1,1,1,High
